Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,2023-08-15_256samples_623B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_629A2A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_630A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_631B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_632B_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_633A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_638A1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_642A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_643E.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP10A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP13A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP15C_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP17D.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP19F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP20G1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP3F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP5A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP6A.fasta_PROKKA_04102026
rsxB,rsxB,Ion-translocating oxidoreductase complex subunit B,18,18,1.0,1,1523,,,,1164,1164,1164.0,DHHEPMPN_04296,CBBFEIEG_04896,JAGMMPDK_04214,JCGKDLKP_04552,IJJMJDPO_03730,OPLBPFOJ_04305,PAPKKMNH_04380,EEMOKJNN_04314,JPLAHNLF_04252,DHNKKDKB_03958,EONIFOAI_03765,KPCEIPFN_04137,BLLKJOKP_03526,HALBOOGP_02480,POFILHDL_02481,GOKHHJCB_02334,MFFOPBKH_04042,HGPKINJB_03949
ykuI,ykuI,putative EAL-domain containing protein YkuI,18,18,1.0,1,1522,,,,1164,1164,1164.0,DHHEPMPN_03622,CBBFEIEG_04763,JAGMMPDK_03096,JCGKDLKP_03971,IJJMJDPO_03233,OPLBPFOJ_02665,PAPKKMNH_02922,EEMOKJNN_03852,JPLAHNLF_03229,DHNKKDKB_04132,EONIFOAI_04498,KPCEIPFN_04596,BLLKJOKP_02653,HALBOOGP_04722,POFILHDL_03792,GOKHHJCB_04465,MFFOPBKH_03929,HGPKINJB_03484
ydbM,ydbM,Putative acyl-CoA dehydrogenase YdbM,18,18,1.0,1,1520,,,,1164,1164,1164.0,DHHEPMPN_02829,CBBFEIEG_00541,JAGMMPDK_03364,JCGKDLKP_03882,IJJMJDPO_03481,OPLBPFOJ_04988,PAPKKMNH_03066,EEMOKJNN_04101,JPLAHNLF_03667,DHNKKDKB_03184,EONIFOAI_02584,KPCEIPFN_05924,BLLKJOKP_04955,HALBOOGP_03516,POFILHDL_03707,GOKHHJCB_03037,MFFOPBKH_03228,HGPKINJB_02589
group_521,,hypothetical protein,18,18,1.0,1,1519,,,,1164,1164,1164.0,DHHEPMPN_02515,CBBFEIEG_00294,JAGMMPDK_01782,JCGKDLKP_01406,IJJMJDPO_03926,OPLBPFOJ_03075,PAPKKMNH_03324,EEMOKJNN_01907,JPLAHNLF_02384,DHNKKDKB_03524,EONIFOAI_04399,KPCEIPFN_02271,BLLKJOKP_03609,HALBOOGP_03277,POFILHDL_04300,GOKHHJCB_03831,MFFOPBKH_03573,HGPKINJB_05246
ldc,ldc,Lysine/ornithine decarboxylase,18,18,1.0,1,1518,,,,1164,1164,1164.0,DHHEPMPN_02418,CBBFEIEG_00197,JAGMMPDK_01685,JCGKDLKP_01309,IJJMJDPO_04023,OPLBPFOJ_02978,PAPKKMNH_04083,EEMOKJNN_02004,JPLAHNLF_02286,DHNKKDKB_04773,EONIFOAI_05918,KPCEIPFN_02368,BLLKJOKP_03708,HALBOOGP_03180,POFILHDL_04202,GOKHHJCB_03928,MFFOPBKH_03475,HGPKINJB_03576
mmgC_4,mmgC_4,Acyl-CoA dehydrogenase,18,18,1.0,1,1517,,,,1164,1164,1164.0,DHHEPMPN_02295,CBBFEIEG_03158,JAGMMPDK_04114,JCGKDLKP_03184,IJJMJDPO_00977,OPLBPFOJ_00236,PAPKKMNH_03473,EEMOKJNN_00892,JPLAHNLF_03922,DHNKKDKB_00335,EONIFOAI_01815,KPCEIPFN_02182,BLLKJOKP_00257,HALBOOGP_01969,POFILHDL_00335,GOKHHJCB_02044,MFFOPBKH_00289,HGPKINJB_02001
pgk,pgk,Phosphoglycerate kinase,18,18,1.0,1,1516,,,,1164,1164,1164.0,DHHEPMPN_01865,CBBFEIEG_01744,JAGMMPDK_00448,JCGKDLKP_00685,IJJMJDPO_00209,OPLBPFOJ_01004,PAPKKMNH_00448,EEMOKJNN_00209,JPLAHNLF_00962,DHNKKDKB_00660,EONIFOAI_00165,KPCEIPFN_03427,BLLKJOKP_01067,HALBOOGP_00448,POFILHDL_01077,GOKHHJCB_01199,MFFOPBKH_00787,HGPKINJB_00448
metC,metC,Cystathionine beta-lyase,18,18,1.0,1,1513,,,,1167,1167,1167.0,DHHEPMPN_05184,CBBFEIEG_05642,JAGMMPDK_05425,JCGKDLKP_05322,IJJMJDPO_01709,OPLBPFOJ_01069,PAPKKMNH_05414,EEMOKJNN_01244,JPLAHNLF_05494,DHNKKDKB_04972,EONIFOAI_01098,KPCEIPFN_00632,BLLKJOKP_04780,HALBOOGP_00673,POFILHDL_04624,GOKHHJCB_00486,MFFOPBKH_04369,HGPKINJB_01187
ydhP_2,ydhP_2,Inner membrane transport protein YdhP,18,18,1.0,1,1512,,,,1167,1167,1167.0,DHHEPMPN_04478,CBBFEIEG_03825,JAGMMPDK_04300,JCGKDLKP_05855,IJJMJDPO_03007,OPLBPFOJ_03675,PAPKKMNH_01989,EEMOKJNN_03550,JPLAHNLF_03531,DHNKKDKB_03469,EONIFOAI_03552,KPCEIPFN_02806,BLLKJOKP_03311,HALBOOGP_06177,POFILHDL_03235,GOKHHJCB_03683,MFFOPBKH_04234,HGPKINJB_03187
gpFI,gpFI,Putative prophage major tail sheath protein,18,18,1.0,1,1511,,,,1167,1167,1167.0,DHHEPMPN_04277,CBBFEIEG_04877,JAGMMPDK_04233,JCGKDLKP_04533,IJJMJDPO_03711,OPLBPFOJ_04324,PAPKKMNH_04361,EEMOKJNN_04295,JPLAHNLF_04233,DHNKKDKB_03975,EONIFOAI_03783,KPCEIPFN_04119,BLLKJOKP_03544,HALBOOGP_02462,POFILHDL_02464,GOKHHJCB_02352,MFFOPBKH_04025,HGPKINJB_03931
group_518,,hypothetical protein,18,18,1.0,1,1510,,,,1167,1167,1167.0,DHHEPMPN_03095,CBBFEIEG_01322,JAGMMPDK_00026,JCGKDLKP_01108,IJJMJDPO_00629,OPLBPFOJ_00584,PAPKKMNH_00026,EEMOKJNN_00629,JPLAHNLF_00540,DHNKKDKB_01086,EONIFOAI_00587,KPCEIPFN_01525,BLLKJOKP_00649,HALBOOGP_00026,POFILHDL_00650,GOKHHJCB_02805,MFFOPBKH_01214,HGPKINJB_00026
group_517,,hypothetical protein,18,18,1.0,1,1509,,,,1167,1167,1167.0,DHHEPMPN_02936,CBBFEIEG_02937,JAGMMPDK_02677,JCGKDLKP_03540,IJJMJDPO_04717,OPLBPFOJ_04607,PAPKKMNH_02242,EEMOKJNN_04737,JPLAHNLF_03038,DHNKKDKB_03754,EONIFOAI_05400,KPCEIPFN_05372,BLLKJOKP_04850,HALBOOGP_05317,POFILHDL_04462,GOKHHJCB_05404,MFFOPBKH_03043,HGPKINJB_05598
group_516,,Mannuronan synthase,18,18,1.0,1,1508,,,,1167,1167,1167.0,DHHEPMPN_02593,CBBFEIEG_00372,JAGMMPDK_01860,JCGKDLKP_01484,IJJMJDPO_03889,OPLBPFOJ_03151,PAPKKMNH_04238,EEMOKJNN_01832,JPLAHNLF_04057,DHNKKDKB_03600,EONIFOAI_02986,KPCEIPFN_03695,BLLKJOKP_04137,HALBOOGP_02648,POFILHDL_02649,GOKHHJCB_02165,MFFOPBKH_04210,HGPKINJB_04254
mdtA_3,mdtA_3,Multidrug resistance protein MdtA,18,18,1.0,1,1507,,,,1167,1167,1167.0,DHHEPMPN_02561,CBBFEIEG_00340,JAGMMPDK_01828,JCGKDLKP_01452,IJJMJDPO_05263,OPLBPFOJ_03122,PAPKKMNH_03370,EEMOKJNN_01861,JPLAHNLF_02430,DHNKKDKB_03570,EONIFOAI_03015,KPCEIPFN_03725,BLLKJOKP_04167,HALBOOGP_02677,POFILHDL_05096,GOKHHJCB_02135,MFFOPBKH_05303,HGPKINJB_06003
mdtA_2,mdtA_2,Multidrug resistance protein MdtA,18,18,1.0,1,1506,,,,1167,1167,1167.0,DHHEPMPN_02249,CBBFEIEG_03205,JAGMMPDK_04068,JCGKDLKP_03137,IJJMJDPO_01023,OPLBPFOJ_00191,PAPKKMNH_03427,EEMOKJNN_00846,JPLAHNLF_03969,DHNKKDKB_00381,EONIFOAI_01861,KPCEIPFN_02137,BLLKJOKP_00211,HALBOOGP_01923,POFILHDL_00381,GOKHHJCB_01999,MFFOPBKH_00244,HGPKINJB_01956
roxA,roxA,50S ribosomal protein L16 3-hydroxylase,18,18,1.0,1,1505,,,,1167,1167,1167.0,DHHEPMPN_01133,CBBFEIEG_03885,JAGMMPDK_02102,JCGKDLKP_02921,IJJMJDPO_00878,OPLBPFOJ_00335,PAPKKMNH_01933,EEMOKJNN_00991,JPLAHNLF_02034,DHNKKDKB_00237,EONIFOAI_01715,KPCEIPFN_04837,BLLKJOKP_00355,HALBOOGP_02069,POFILHDL_00237,GOKHHJCB_04725,MFFOPBKH_00387,HGPKINJB_02102
lysN,lysN,2-aminoadipate transaminase,18,18,1.0,1,1504,,,,1167,1167,1167.0,DHHEPMPN_00458,CBBFEIEG_01127,JAGMMPDK_00662,JCGKDLKP_00459,IJJMJDPO_04205,OPLBPFOJ_04207,PAPKKMNH_00585,EEMOKJNN_04654,JPLAHNLF_00459,DHNKKDKB_01501,EONIFOAI_01307,KPCEIPFN_00341,BLLKJOKP_01900,HALBOOGP_01499,POFILHDL_01596,GOKHHJCB_00885,MFFOPBKH_01323,HGPKINJB_00789
group_515,,putative protein,18,18,1.0,1,1503,,,,1167,1167,1167.0,DHHEPMPN_00149,CBBFEIEG_00818,JAGMMPDK_00973,JCGKDLKP_00148,IJJMJDPO_02675,OPLBPFOJ_01780,PAPKKMNH_00894,EEMOKJNN_02370,JPLAHNLF_00148,DHNKKDKB_01251,EONIFOAI_01557,KPCEIPFN_00091,BLLKJOKP_02404,HALBOOGP_01249,POFILHDL_01346,GOKHHJCB_00635,MFFOPBKH_01573,HGPKINJB_01039
ywiE,ywiE,putative cardiolipin synthase YwiE,18,18,1.0,1,1500,,,,1170,1170,1170.0,DHHEPMPN_04468,CBBFEIEG_03815,JAGMMPDK_04310,JCGKDLKP_05865,IJJMJDPO_03015,OPLBPFOJ_03667,PAPKKMNH_01999,EEMOKJNN_03558,JPLAHNLF_03521,DHNKKDKB_03461,EONIFOAI_03560,KPCEIPFN_02814,BLLKJOKP_03319,HALBOOGP_06185,POFILHDL_03243,15_refound_173,MFFOPBKH_04242,HGPKINJB_03195
group_512,,hypothetical protein,18,18,1.0,1,1499,,,,1170,1170,1170.0,DHHEPMPN_05734,CBBFEIEG_05784,JAGMMPDK_05675,JCGKDLKP_05736,IJJMJDPO_05492,OPLBPFOJ_04822,PAPKKMNH_05730,EEMOKJNN_04712,JPLAHNLF_05710,DHNKKDKB_03728,EONIFOAI_06099,KPCEIPFN_06154,BLLKJOKP_05551,HALBOOGP_06031,POFILHDL_04436,GOKHHJCB_06068,MFFOPBKH_03017,HGPKINJB_06175
argD_3,argD_3,Acetylornithine aminotransferase,18,18,1.0,1,1498,,,,1170,1170,1170.0,DHHEPMPN_05706,CBBFEIEG_03602,JAGMMPDK_03207,JCGKDLKP_04082,IJJMJDPO_05661,OPLBPFOJ_05679,PAPKKMNH_02811,EEMOKJNN_03767,JPLAHNLF_05682,DHNKKDKB_03220,EONIFOAI_04835,KPCEIPFN_03058,BLLKJOKP_05625,HALBOOGP_05561,POFILHDL_03484,GOKHHJCB_04584,MFFOPBKH_03819,HGPKINJB_05739
soxA_2,soxA_2,Monomeric sarcosine oxidase,18,18,1.0,1,1497,,,,1170,1170,1170.0,DHHEPMPN_04897,CBBFEIEG_01237,JAGMMPDK_04906,JCGKDLKP_00569,IJJMJDPO_04801,OPLBPFOJ_04674,PAPKKMNH_04696,EEMOKJNN_04943,JPLAHNLF_04837,DHNKKDKB_05362,EONIFOAI_01193,KPCEIPFN_00456,BLLKJOKP_04709,HALBOOGP_01613,POFILHDL_05295,GOKHHJCB_00999,MFFOPBKH_05312,HGPKINJB_00675
group_511,,hypothetical protein,18,18,1.0,1,1496,,,,1170,1170,1170.0,DHHEPMPN_04592,CBBFEIEG_00013,JAGMMPDK_01501,JCGKDLKP_01125,IJJMJDPO_04063,OPLBPFOJ_03941,PAPKKMNH_03956,EEMOKJNN_02142,JPLAHNLF_02102,DHNKKDKB_05067,EONIFOAI_04359,KPCEIPFN_02526,BLLKJOKP_05463,HALBOOGP_03024,POFILHDL_04820,GOKHHJCB_04222,MFFOPBKH_04685,HGPKINJB_03734
C2hpah,C2-hpah,p-hydroxyphenylacetate 3-hydroxylase oxygenase component,18,18,1.0,1,1494,,,,1170,1170,1170.0,DHHEPMPN_02145,CBBFEIEG_03309,JAGMMPDK_03981,JCGKDLKP_03033,IJJMJDPO_01127,OPLBPFOJ_00087,PAPKKMNH_03576,EEMOKJNN_00742,JPLAHNLF_04465,DHNKKDKB_00484,EONIFOAI_01965,KPCEIPFN_02033,BLLKJOKP_00107,HALBOOGP_01819,POFILHDL_00484,GOKHHJCB_01895,MFFOPBKH_00141,HGPKINJB_03037
group_508,,hypothetical protein,18,18,1.0,1,1492,,,,1170,1170,1170.0,DHHEPMPN_00634,CBBFEIEG_02068,JAGMMPDK_01366,JCGKDLKP_01720,IJJMJDPO_01497,OPLBPFOJ_01280,PAPKKMNH_01251,EEMOKJNN_01455,JPLAHNLF_01286,DHNKKDKB_02547,EONIFOAI_00828,KPCEIPFN_00902,BLLKJOKP_01566,HALBOOGP_00943,POFILHDL_02150,GOKHHJCB_00216,MFFOPBKH_02331,HGPKINJB_01456
macA_1,macA_1,Macrolide export protein MacA,18,18,1.0,1,1489,,,,1173,1173,1173.0,DHHEPMPN_02204,CBBFEIEG_03250,JAGMMPDK_03922,JCGKDLKP_03092,IJJMJDPO_01068,OPLBPFOJ_00146,PAPKKMNH_03635,EEMOKJNN_00801,JPLAHNLF_04014,DHNKKDKB_00430,EONIFOAI_01905,KPCEIPFN_02093,BLLKJOKP_00167,HALBOOGP_01879,POFILHDL_00430,GOKHHJCB_01955,MFFOPBKH_00195,HGPKINJB_02977
aspC_2,aspC_2,Aspartate aminotransferase,18,18,1.0,1,1488,,,,1173,1173,1173.0,DHHEPMPN_01203,CBBFEIEG_02544,JAGMMPDK_02384,JCGKDLKP_03247,IJJMJDPO_04513,OPLBPFOJ_02181,PAPKKMNH_04790,EEMOKJNN_03526,JPLAHNLF_02696,DHNKKDKB_02663,EONIFOAI_04075,KPCEIPFN_03933,BLLKJOKP_03004,HALBOOGP_03492,POFILHDL_02971,GOKHHJCB_03263,MFFOPBKH_02734,HGPKINJB_02397
sotB_1,sotB_1,sugar efflux transporter,18,18,1.0,1,1487,,,,1173,1173,1173.0,DHHEPMPN_00866,CBBFEIEG_01836,JAGMMPDK_01134,JCGKDLKP_01952,IJJMJDPO_01224,OPLBPFOJ_01553,PAPKKMNH_01019,EEMOKJNN_01728,JPLAHNLF_01054,DHNKKDKB_02332,EONIFOAI_00623,KPCEIPFN_01107,BLLKJOKP_01286,HALBOOGP_01148,POFILHDL_02365,GOKHHJCB_00011,MFFOPBKH_02116,HGPKINJB_01661
mdrP_3,mdrP_3,Na(+) Li(+) K(+)/H(+) antiporter,18,18,1.0,1,1486,,,,1176,1176,1176.0,DHHEPMPN_05085,CBBFEIEG_05264,JAGMMPDK_04993,JCGKDLKP_05169,IJJMJDPO_04958,OPLBPFOJ_04779,PAPKKMNH_04896,EEMOKJNN_04996,JPLAHNLF_05016,DHNKKDKB_04643,EONIFOAI_04803,KPCEIPFN_04780,BLLKJOKP_04519,HALBOOGP_04137,POFILHDL_04513,GOKHHJCB_04668,MFFOPBKH_03599,HGPKINJB_04941
group_505,,hypothetical protein,18,18,1.0,1,1485,,,,1176,1176,1176.0,DHHEPMPN_04163,CBBFEIEG_04260,JAGMMPDK_03643,JCGKDLKP_03775,IJJMJDPO_03365,OPLBPFOJ_04373,PAPKKMNH_02521,EEMOKJNN_03984,JPLAHNLF_03773,DHNKKDKB_03066,EONIFOAI_02480,KPCEIPFN_03858,BLLKJOKP_04355,HALBOOGP_03620,POFILHDL_03589,GOKHHJCB_02933,MFFOPBKH_03346,HGPKINJB_02693
nhaA,nhaA,Na(+)/H(+) antiporter NhaA,18,18,1.0,1,1484,,,,1176,1176,1176.0,DHHEPMPN_03750,CBBFEIEG_04071,JAGMMPDK_05148,JCGKDLKP_04245,IJJMJDPO_02956,OPLBPFOJ_03726,PAPKKMNH_03803,EEMOKJNN_04152,JPLAHNLF_04351,DHNKKDKB_05097,EONIFOAI_03884,KPCEIPFN_05506,BLLKJOKP_04088,HALBOOGP_05446,POFILHDL_04129,GOKHHJCB_03735,MFFOPBKH_04781,HGPKINJB_05677
group_503,,hypothetical protein,18,18,1.0,1,1482,,,,1176,1176,1176.0,DHHEPMPN_02756,CBBFEIEG_00468,JAGMMPDK_03436,JCGKDLKP_01580,IJJMJDPO_05747,OPLBPFOJ_03248,PAPKKMNH_05479,EEMOKJNN_05746,JPLAHNLF_04153,DHNKKDKB_03697,EONIFOAI_02889,KPCEIPFN_03598,BLLKJOKP_03951,HALBOOGP_02551,POFILHDL_02552,GOKHHJCB_02262,MFFOPBKH_04113,HGPKINJB_04157
fadA_4,fadA_4,3-ketoacyl-CoA thiolase,18,18,1.0,1,1481,,,,1176,1176,1176.0,DHHEPMPN_02635,CBBFEIEG_03662,JAGMMPDK_03557,JCGKDLKP_04323,IJJMJDPO_05060,OPLBPFOJ_05079,PAPKKMNH_02152,EEMOKJNN_03711,JPLAHNLF_03368,DHNKKDKB_03309,EONIFOAI_04926,KPCEIPFN_02967,BLLKJOKP_05231,HALBOOGP_04040,POFILHDL_03395,GOKHHJCB_04493,MFFOPBKH_03730,HGPKINJB_03348
pgl_1,pgl_1,6-phosphogluconolactonase,18,18,1.0,1,1480,,,,1176,1176,1176.0,DHHEPMPN_00907,CBBFEIEG_05034,JAGMMPDK_01875,JCGKDLKP_02695,IJJMJDPO_00660,OPLBPFOJ_00553,PAPKKMNH_03654,EEMOKJNN_01209,JPLAHNLF_01808,DHNKKDKB_00006,EONIFOAI_03334,KPCEIPFN_03225,BLLKJOKP_00618,HALBOOGP_03885,POFILHDL_00006,GOKHHJCB_02570,MFFOPBKH_00618,HGPKINJB_02959
yhhS_1,yhhS_1,putative MFS-type transporter YhhS,18,18,1.0,1,1479,,,,1176,1176,1176.0,DHHEPMPN_00863,CBBFEIEG_01839,JAGMMPDK_01137,JCGKDLKP_01949,IJJMJDPO_01227,OPLBPFOJ_01550,PAPKKMNH_01022,EEMOKJNN_01725,JPLAHNLF_01057,DHNKKDKB_02335,EONIFOAI_00626,KPCEIPFN_01104,BLLKJOKP_01289,HALBOOGP_01145,POFILHDL_02362,GOKHHJCB_00014,MFFOPBKH_02119,HGPKINJB_01658
group_500,,hypothetical protein,18,18,1.0,1,1476,,,,1179,1179,1179.0,DHHEPMPN_03754,CBBFEIEG_04075,JAGMMPDK_05152,JCGKDLKP_04241,IJJMJDPO_02952,OPLBPFOJ_03730,PAPKKMNH_03799,EEMOKJNN_04156,JPLAHNLF_04355,DHNKKDKB_05093,EONIFOAI_03888,KPCEIPFN_05510,BLLKJOKP_04092,HALBOOGP_05450,POFILHDL_04125,GOKHHJCB_03739,MFFOPBKH_04785,HGPKINJB_05681
group_499,,hypothetical protein,18,18,1.0,1,1475,,,,1179,1179,1179.0,DHHEPMPN_02654,CBBFEIEG_03681,JAGMMPDK_03538,JCGKDLKP_04342,IJJMJDPO_03149,OPLBPFOJ_03533,PAPKKMNH_02133,EEMOKJNN_03692,JPLAHNLF_03387,DHNKKDKB_03328,EONIFOAI_03694,KPCEIPFN_02948,BLLKJOKP_03452,HALBOOGP_04021,POFILHDL_03376,GOKHHJCB_03542,MFFOPBKH_03711,HGPKINJB_03329
btuD_5,btuD_5,Vitamin B12 import ATP-binding protein BtuD,18,18,1.0,1,1474,,,,1179,1179,1179.0,DHHEPMPN_01842,CBBFEIEG_01767,JAGMMPDK_00471,JCGKDLKP_00662,IJJMJDPO_00180,OPLBPFOJ_01033,PAPKKMNH_00471,EEMOKJNN_00180,JPLAHNLF_00985,DHNKKDKB_00631,EONIFOAI_00136,KPCEIPFN_03456,BLLKJOKP_01097,HALBOOGP_00478,POFILHDL_01106,GOKHHJCB_01170,MFFOPBKH_00758,HGPKINJB_00477
group_498,,hypothetical protein,18,18,1.0,1,1473,,,,1179,1179,1179.0,DHHEPMPN_01830,CBBFEIEG_01779,JAGMMPDK_00483,JCGKDLKP_00650,IJJMJDPO_00168,OPLBPFOJ_01045,PAPKKMNH_00483,EEMOKJNN_00168,JPLAHNLF_00997,DHNKKDKB_04361,EONIFOAI_00124,KPCEIPFN_03468,BLLKJOKP_01109,HALBOOGP_00490,POFILHDL_01118,GOKHHJCB_01158,MFFOPBKH_00747,HGPKINJB_00489
fadA_3,fadA_3,3-ketoacyl-CoA thiolase,18,18,1.0,1,1472,,,,1179,1179,1179.0,DHHEPMPN_01015,CBBFEIEG_04003,JAGMMPDK_01983,JCGKDLKP_02803,IJJMJDPO_00767,OPLBPFOJ_00446,PAPKKMNH_01814,EEMOKJNN_01102,JPLAHNLF_01916,DHNKKDKB_00113,EONIFOAI_05489,KPCEIPFN_03118,BLLKJOKP_00510,HALBOOGP_03778,POFILHDL_00113,GOKHHJCB_02463,MFFOPBKH_00511,HGPKINJB_02852
bioF,bioF,8-amino-7-oxononanoate synthase,18,18,1.0,1,1471,,,,1182,1182,1182.0,DHHEPMPN_04790,CBBFEIEG_05196,JAGMMPDK_00533,JCGKDLKP_05147,IJJMJDPO_00118,OPLBPFOJ_03410,PAPKKMNH_04507,EEMOKJNN_00118,JPLAHNLF_04798,DHNKKDKB_04311,EONIFOAI_00074,KPCEIPFN_03518,BLLKJOKP_01159,HALBOOGP_00540,POFILHDL_01168,GOKHHJCB_01108,MFFOPBKH_00697,HGPKINJB_00539
phaA,phaA,Acetyl-CoA acetyltransferase,18,18,1.0,1,1470,,,,1182,1182,1182.0,DHHEPMPN_04140,CBBFEIEG_04283,JAGMMPDK_03666,JCGKDLKP_03752,IJJMJDPO_03342,OPLBPFOJ_04350,PAPKKMNH_02544,EEMOKJNN_03961,JPLAHNLF_03796,DHNKKDKB_03044,EONIFOAI_02457,KPCEIPFN_03835,BLLKJOKP_04332,HALBOOGP_03643,POFILHDL_03567,GOKHHJCB_02910,MFFOPBKH_03369,HGPKINJB_02716
purT,purT,Formate-dependent phosphoribosylglycinamide formyltransferase,18,18,1.0,1,1469,,,,1182,1182,1182.0,DHHEPMPN_04059,CBBFEIEG_05914,JAGMMPDK_05910,JCGKDLKP_02185,IJJMJDPO_02353,OPLBPFOJ_02771,PAPKKMNH_02626,EEMOKJNN_03051,JPLAHNLF_01629,DHNKKDKB_01786,EONIFOAI_05375,KPCEIPFN_02729,BLLKJOKP_01958,HALBOOGP_02779,POFILHDL_01867,GOKHHJCB_05498,MFFOPBKH_01914,HGPKINJB_01691
hmp,hmp,Flavohemoprotein,18,18,1.0,1,1468,,,,1182,1182,1182.0,DHHEPMPN_03963,CBBFEIEG_04439,JAGMMPDK_03823,JCGKDLKP_02281,IJJMJDPO_02247,OPLBPFOJ_02876,PAPKKMNH_02722,EEMOKJNN_02945,JPLAHNLF_01725,DHNKKDKB_01898,EONIFOAI_04650,KPCEIPFN_04531,BLLKJOKP_02088,HALBOOGP_04570,POFILHDL_01979,GOKHHJCB_04287,MFFOPBKH_02026,HGPKINJB_04436
sufS_1,sufS_1,Cysteine desulfurase SufS,18,18,1.0,1,1467,,,,1182,1182,1182.0,DHHEPMPN_03726,CBBFEIEG_04047,JAGMMPDK_05124,JCGKDLKP_04269,IJJMJDPO_02980,OPLBPFOJ_03702,PAPKKMNH_03827,EEMOKJNN_04128,JPLAHNLF_04327,DHNKKDKB_05121,EONIFOAI_03859,KPCEIPFN_05481,BLLKJOKP_04064,HALBOOGP_05421,POFILHDL_04153,GOKHHJCB_03710,MFFOPBKH_04757,HGPKINJB_05652
group_497,,hypothetical protein,18,18,1.0,1,1466,,,,1182,1182,1182.0,DHHEPMPN_02673,CBBFEIEG_00385,JAGMMPDK_03519,JCGKDLKP_01497,IJJMJDPO_03876,OPLBPFOJ_03164,PAPKKMNH_04225,EEMOKJNN_01819,JPLAHNLF_04070,DHNKKDKB_03613,EONIFOAI_02973,KPCEIPFN_03682,BLLKJOKP_04034,HALBOOGP_02635,POFILHDL_02636,GOKHHJCB_02178,MFFOPBKH_04197,HGPKINJB_04241
rssB_4,rssB_4,Regulator of RpoS,18,18,1.0,1,1465,,,,1182,1182,1182.0,DHHEPMPN_02606,CBBFEIEG_03633,JAGMMPDK_03586,JCGKDLKP_04294,IJJMJDPO_05089,OPLBPFOJ_05050,PAPKKMNH_02181,EEMOKJNN_03740,JPLAHNLF_03339,DHNKKDKB_03280,EONIFOAI_04897,KPCEIPFN_02996,BLLKJOKP_05260,HALBOOGP_04069,POFILHDL_03424,GOKHHJCB_04522,MFFOPBKH_03759,HGPKINJB_03377
smtB_1,smtB_1,Succinyl-CoA--L-malate CoA-transferase beta subunit,18,18,1.0,1,1464,,,,1182,1182,1182.0,DHHEPMPN_01108,CBBFEIEG_03910,JAGMMPDK_02077,JCGKDLKP_02896,IJJMJDPO_00853,OPLBPFOJ_00360,PAPKKMNH_01908,EEMOKJNN_01016,JPLAHNLF_02009,DHNKKDKB_00212,EONIFOAI_01690,KPCEIPFN_04862,BLLKJOKP_00380,HALBOOGP_02094,POFILHDL_00212,GOKHHJCB_04750,MFFOPBKH_00412,HGPKINJB_02127
ydhC_2,ydhC_2,Inner membrane transport protein YdhC,18,18,1.0,1,1463,,,,1185,1185,1185.0,DHHEPMPN_05708,CBBFEIEG_03600,JAGMMPDK_03205,JCGKDLKP_04080,IJJMJDPO_05659,OPLBPFOJ_05681,PAPKKMNH_02813,EEMOKJNN_03769,JPLAHNLF_05684,DHNKKDKB_03218,EONIFOAI_04833,KPCEIPFN_03060,BLLKJOKP_05623,HALBOOGP_05559,POFILHDL_03486,GOKHHJCB_04586,MFFOPBKH_03821,HGPKINJB_05737
group_496,,hypothetical protein,18,18,1.0,1,1462,,,,1185,1185,1185.0,DHHEPMPN_05555,CBBFEIEG_05366,JAGMMPDK_05505,JCGKDLKP_05570,IJJMJDPO_05552,OPLBPFOJ_04455,PAPKKMNH_05835,EEMOKJNN_05566,JPLAHNLF_05082,DHNKKDKB_05283,EONIFOAI_01143,KPCEIPFN_00587,BLLKJOKP_05557,HALBOOGP_00627,POFILHDL_05447,GOKHHJCB_00531,MFFOPBKH_05466,HGPKINJB_01142
