qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	kegg_gene_id	pathway_id	pathway_name
group_4044	sp|P18472.2|	P18472	RecName: Full=Protein TraW; Flags: Precursor [Escherichia coli K-12]	31.967	122	1.55e-8	58.2	NA	NA	NA
group_405	sp|P41052.1|	P41052	RecName: Full=Membrane-bound lytic murein transglycosylase B; AltName: Full=35 kDa soluble lytic transglycosylase; AltName: Full=Murein hydrolase B; AltName: Full=Slt35; Flags: Precursor [Escherichia coli K-12]	30.4	250	3.1299999999999994e-23	103	NA	NA	NA
group_4053	sp|P11922.2|	P11922	RecName: Full=Invasin [Yersinia pseudotuberculosis IP 32953]	33.333	282	1.91e-36	151	NA	NA	NA
group_4057	sp|Q8T079.1|	Q8T079	RecName: Full=Cytokine-like nuclear factor N-PAC; Short=NPAC; AltName: Full=Glyoxylate reductase 1 homolog; AltName: Full=Nuclear protein NP60 homolog; AltName: Full=Nucleosome-destabilizing factor; AltName: Full=Putative oxidoreductase GLYR1 homolog [Drosophila melanogaster]	30.38	158	1.22e-8	59.3	NA	NA	NA
group_406	sp|Q9I1E0.1|	Q9I1E0	RecName: Full=Mannitol-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	77.053	414	0	677	NA	NA	NA
group_4063	sp|Q08082.2|	Q08082	RecName: Full=Putative transposase for insertion sequence element IS6501 [Brucella ovis ATCC 25840]	33.333	132	2.46e-15	73.6	NA	NA	NA
group_407	sp|P73265.1|	P73265	RecName: Full=Nitrate import ATP-binding protein NrtD [Synechocystis sp. PCC 6803 substr. Kazusa]	43.077	260	9.079999999999999e-67	217	NA	NA	NA
group_4072	sp|P37247.1|	P37247	RecName: Full=Transposase for insertion sequence element IS4351; AltName: Full=Transposon TN4551 [Bacteroides fragilis]	47.368	95	1.0699999999999998e-23	96.7	NA	NA	NA
group_4076	sp|P0CE53.2|	P0CE53	RecName: Full=Transposase InsH for insertion sequence element IS5H [Escherichia coli K-12]	55.769	52	3.87e-13	65.1	NA	NA	NA
group_4080	sp|P32265.2|	P32265	RecName: Full=HTH-type transcriptional regulator NfxB [Pseudomonas aeruginosa PAO1]	59.459	185	7.820000000000001e-73	221	NA	NA	NA
group_4081	sp|P68588.1|	P68588	RecName: Full=Protein PsaE; Flags: Precursor [Yersinia pestis]	34.286	70	1.11e-6	52	NA	NA	NA
group_4082	sp|P06695.1|	P06695	RecName: Full=Transposase for transposon Tn501 [Pseudomonas aeruginosa]	85.946	185	3.51e-102	318	NA	NA	NA
group_4088	sp|Q56897.1|	Q56897	RecName: Full=Transposase for insertion sequence element IS1328 [Yersinia enterocolitica]	64.758	227	2.87e-104	308	NA	NA	NA
group_4090	sp|P50360.2|	P50360	RecName: Full=Uncharacterized protein y4hP [Sinorhizobium fredii NGR234]	31.908	304	9.37e-45	162	NA	NA	NA
group_4091	sp|Q56897.1|	Q56897	RecName: Full=Transposase for insertion sequence element IS1328 [Yersinia enterocolitica]	58.511	94	7.72e-36	126	NA	NA	NA
group_4092	sp|Q9I6Z9.1|	Q9I6Z9	RecName: Full=HTH-type transcriptional activator BauR [Pseudomonas aeruginosa PAO1]	33.681	288	4.789999999999999e-47	163	NA	NA	NA
group_410	sp|Q5E6C7.1|	Q5E6C7	RecName: Full=Glutamine transporter 1 [Aliivibrio fischeri ES114]	59.551	445	8e-140	410	NA	NA	NA
group_4100	sp|Q52563.1|	Q52563	RecName: Full=Resolvase [Pseudomonas syringae pv. tomato]	92.437	119	1.9299999999999998e-72	218	NA	NA	NA
group_4106	sp|P09748.1|	P09748	RecName: Full=Shufflon protein B' [Escherichia coli]	37.717	403	4.7999999999999993e-67	222	NA	NA	NA
group_4107	sp|Q5SLC9.1|	Q5SLC9	RecName: Full=Type IV pilus assembly ATPase PilB [Thermus thermophilus HB8]	36.103	349	2.69e-34	140	NA	NA	NA
group_411	sp|Q9I1E0.1|	Q9I1E0	RecName: Full=Mannitol-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	79.277	415	0	702	NA	NA	NA
group_4114	sp|P94369.1|	P94369	RecName: Full=Putative purine-cytosine permease YxlA [Bacillus subtilis subsp. subtilis str. 168]	35.065	462	7.95e-75	246	NA	NA	NA
group_4124	sp|O05402.1|	O05402	RecName: Full=Putative peptidoglycan O-acetyltransferase YrhL [Bacillus subtilis subsp. subtilis str. 168]	32.733	333	4.36e-28	123	NA	NA	NA
group_4127	sp|Q8YDY9.2|	Q8YDY9	RecName: Full=Type IV secretion system ATPase VirB11 [Brucella melitensis bv. 1 str. 16M]	38.889	324	7.0300000000000005e-65	213	NA	NA	NA
group_413	sp|Q07698.1|	Q07698	RecName: Full=ABC transporter protein AbcA [Aeromonas salmonicida]	43.59	234	2.26e-66	217	NA	NA	NA
group_4130	sp|D0KZ82.1|	D0KZ82	RecName: Full=Maintenance of carboxysome distribution protein A; Short=alpha-McdA [Halothiobacillus neapolitanus c2]	30.198	202	1.91e-8	55.8	NA	NA	NA
group_4131	sp|G3XCX3.1|	G3XCX3	RecName: Full=Type IV pilus ATPase PilU [Pseudomonas aeruginosa PAO1]	33.548	155	1.43e-14	77	NA	NA	NA
group_4133	sp|O50337.1|	O50337	RecName: Full=Type IV secretion system protein TrwE [Escherichia coli]	39.247	186	2.64e-39	148	NA	NA	NA
group_4134	sp|Q9RPY4.1|	Q9RPY4	RecName: Full=Type IV secretion system protein VirB1; Flags: Precursor [Brucella suis 1330]	47.297	148	2.9e-36	130	NA	NA	NA
group_4136	sp|P58092.1|	P58092	RecName: Full=Antitoxin ParD [Escherichia coli O157:H7]	36.508	63	1.81e-8	49.7	NA	NA	NA
group_4143	sp|Q8NFZ0.2|	Q8NFZ0	RecName: Full=F-box DNA helicase 1; Short=hFBH1; AltName: Full=DNA 3'-5' helicase 1; AltName: Full=F-box only protein 18 [Homo sapiens]	39.568	139	1.4100000000000001e-22	96.3	NA	NA	NA
group_4147	sp|B7NC15.2|	B7NC15	RecName: Full=Inverse autotransporter adhesin YeeJ; Flags: Precursor [Escherichia coli UMN026]	31.579	171	6.24e-12	73.9	NA	NA	NA
group_4149	sp|Q8NFZ0.2|	Q8NFZ0	RecName: Full=F-box DNA helicase 1; Short=hFBH1; AltName: Full=DNA 3'-5' helicase 1; AltName: Full=F-box only protein 18 [Homo sapiens]	42.105	133	6.53e-22	94	NA	NA	NA
group_4150	sp|C0H3S6.1|	C0H3S6	RecName: Full=Putative DNA-binding protein YwzG [Bacillus subtilis subsp. subtilis str. 168]	31.868	91	3.95e-11	58.9	NA	NA	NA
group_4152	sp|Q45618.1|	Q45618	RecName: Full=Putative transposase for insertion sequence element IS5376 [Geobacillus stearothermophilus]	40.764	314	1.1500000000000001e-59	199	NA	NA	NA
group_4153	sp|P76071.1|	P76071	RecName: Full=Transposase InsH for insertion sequence element IS5Y [Escherichia coli K-12]	51.724	145	1.1599999999999998e-48	162	NA	NA	NA
group_4161	sp|P13694.1|	P13694	RecName: Full=Transposase for transposon Tn3926 [Escherichia coli]	73.705	251	3.87e-128	389	NA	NA	NA
group_4166	sp|P0CE53.2|	P0CE53	RecName: Full=Transposase InsH for insertion sequence element IS5H [Escherichia coli K-12]	50.289	173	8.34e-47	157	NA	NA	NA
group_4168	sp|P03014.2|	P03014	RecName: Full=Serine recombinase PinE; AltName: Full=DNA-invertase PinE; Short=DNA-invertase from lambdoid prophage e14; AltName: Full=Site-specific recombinase PinE [Escherichia coli K-12]	57.258	124	5.31e-40	141	NA	NA	NA
group_417	sp|P57239.1|	P57239	RecName: Full=Uncharacterized membrane protein BU139 [Buchnera aphidicola str. APS (Acyrthosiphon pisum)]	32.323	99	3.25e-16	81.6	NA	NA	NA
group_4176	sp|Q8RBR1.1|	Q8RBR1	RecName: Full=Putative RNase TTE0752; AltName: Full=Putative toxin TTE0752 [Caldanaerobacter subterraneus subsp. tengcongensis MB4]	36.792	106	9.99e-19	78.6	NA	NA	NA
group_4184	sp|P63521.1|	P63521	RecName: Full=Long-chain-fatty-acid--CoA ligase; AltName: Full=Long-chain acyl-CoA synthetase [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	49.367	79	1.93e-17	79	NA	NA	NA
group_4186	sp|P11922.2|	P11922	RecName: Full=Invasin [Yersinia pseudotuberculosis IP 32953]	31.307	329	1.3e-35	148	NA	NA	NA
group_4187	sp|Q01565.1|	Q01565	RecName: Full=Secretin OutD; AltName: Full=General secretion pathway protein D; AltName: Full=Pectic enzymes secretion protein OutD; AltName: Full=Type II secretion system protein D; Short=T2SS protein D; Flags: Precursor [Dickeya dadantii 3937]	32.353	170	2.12e-15	81.6	NA	NA	NA
group_4189	sp|P37248.2|	P37248	RecName: Full=Transposase for insertion sequence element IS1086 [Cupriavidus metallidurans CH34]	50.305	328	2.0399999999999998e-109	325	NA	NA	NA
group_419	sp|Q44091.1|	Q44091	RecName: Full=L-sorbosone dehydrogenase; Short=SNDH [Gluconacetobacter liquefaciens]	61.894	433	0	518	NA	NA	NA
group_4190	sp|P17492.1|	P17492	RecName: Full=Replication protein [Neisseria gonorrhoeae]	36.321	212	2.7e-39	143	NA	NA	NA
group_4191	sp|P13694.1|	P13694	RecName: Full=Transposase for transposon Tn3926 [Escherichia coli]	93.707	731	0	1358	NA	NA	NA
group_4192	sp|P15026.2|	P15026	RecName: Full=Insertion sequence IS21 putative ATP-binding protein [Pseudomonas aeruginosa]	44.841	252	1.4299999999999999e-67	213	NA	NA	NA
group_4200	sp|P51767.1|	P51767	RecName: Full=Baseplate protein J; AltName: Full=Gene J protein; AltName: Full=GpJ [Bacteriophage P2]	31.975	319	1.07e-21	96.7	NA	NA	NA
group_4202	sp|P26701.1|	P26701	RecName: Full=Baseplate protein I; AltName: Full=Gene I protein; Short=GpI [Bacteriophage P2]	31.452	124	7.56e-7	51.2	NA	NA	NA
group_4210	sp|P37522.1|	P37522	RecName: Full=Sporulation initiation inhibitor protein Soj; AltName: Full=Suppressor of spo0J [Bacillus subtilis subsp. subtilis str. 168]	35.616	73	7.73e-6	48.9	NA	NA	NA
group_4212	sp|Q79RI9.1|	Q79RI9	RecName: Full=HTH-type transcriptional regulator for conjugative element R391; AltName: Full=ORF-96 protein [Providencia rettgeri]	31.452	124	1.38e-12	67.8	NA	NA	NA
group_4214	sp|Q6UAV6.1|	Q6UAV6	RecName: Full=Protelomerase; AltName: Full=Gene product 26; Short=Gp26; AltName: Full=Hairpin telomere resolvase; AltName: Full=TelK [Klebsiella phage phiKO2]	30.019	523	6.2399999999999995e-52	190	NA	NA	NA
group_422	sp|P0DXF8.1|	P0DXF8	RecName: Full=Functional amyloid transporter FapF; Flags: Precursor [Pseudomonas fluorescens]	83.295	437	0	712	NA	NA	NA
group_4220	sp|P10312.2|	P10312	RecName: Full=Probable baseplate hub protein; AltName: Full=Gene D protein; Short=GpD [Bacteriophage P2]	31.746	189	1.58e-17	85.9	NA	NA	NA
group_4222	sp|B0ZSF3.1|	B0ZSF3	RecName: Full=Major capsid protein; AltName: Full=Gene product 5; Short=gp5; AltName: Full=Major head protein [Halomonas phage phiHAP-1 Gulf of Mexico/-/2001]	48.435	607	5.15e-170	500	NA	NA	NA
group_4223	sp|B0ZSH1.1|	B0ZSH1	RecName: Full=Probable tape measure protein; Short=TMP; AltName: Full=Gene product 23; Short=gp23 [Halomonas phage phiHAP-1 Gulf of Mexico/-/2001]	46.687	664	1.34e-150	471	NA	NA	NA
group_4226	sp|P31340.2|	P31340	RecName: Full=Spike protein; AltName: Full=Baseplate assembly protein gpV; AltName: Full=Gene V protein; Short=GpV [Bacteriophage P2]	30.435	184	1.59e-7	53.1	NA	NA	NA
group_4237	sp|P27359.1|	P27359	RecName: Full=SAR-endolysin; AltName: Full=Endolysin; AltName: Full=Lysis protein; AltName: Full=Lysozyme; AltName: Full=Muramidase [Enterobacteria phage P21]	37.931	145	5.2399999999999996e-23	92.8	NA	NA	NA
group_4239	sp|B0ZSF2.1|	B0ZSF2	RecName: Full=Probable portal protein [Halomonas phage phiHAP-1 Gulf of Mexico/-/2001]	57.816	467	0	537	NA	NA	NA
group_424	sp|Q7SXW3.1|	Q7SXW3	RecName: Full=Leucine-rich repeat-containing protein 40 [Danio rerio]	32.673	202	5.46e-16	83.6	NA	NA	NA
group_4240	sp|B0ZSH1.1|	B0ZSH1	RecName: Full=Probable tape measure protein; Short=TMP; AltName: Full=Gene product 23; Short=gp23 [Halomonas phage phiHAP-1 Gulf of Mexico/-/2001]	55.645	124	3.9e-43	153	NA	NA	NA
group_4241	sp|Q9A4F4.1|	Q9A4F4	RecName: Full=Toxin RelE3 [Caulobacter vibrioides CB15]	33.333	93	5.3e-7	47	NA	NA	NA
group_4245	sp|P51731.1|	P51731	RecName: Full=Probable tape measure protein; Short=TMP; AltName: Full=Gene product 27; Short=gp27 [Haemophilus phage HP1c1]	50.868	403	1.18e-117	372	NA	NA	NA
group_4249	sp|P51731.1|	P51731	RecName: Full=Probable tape measure protein; Short=TMP; AltName: Full=Gene product 27; Short=gp27 [Haemophilus phage HP1c1]	32.53	83	3.24e-9	55.8	NA	NA	NA
group_4251	sp|P51730.1|	P51730	RecName: Full=Uncharacterized 11.3 kDa protein in lys 3'region; AltName: Full=ORF26 [Haemophilus phage HP1c1]	33.333	84	1.9e-8	50.8	NA	NA	NA
group_4254	sp|P51731.1|	P51731	RecName: Full=Probable tape measure protein; Short=TMP; AltName: Full=Gene product 27; Short=gp27 [Haemophilus phage HP1c1]	47.761	67	8.39e-11	58.5	NA	NA	NA
group_4255	sp|P51732.1|	P51732	RecName: Full=Uncharacterized 12.7 kDa protein in lys 3'region; AltName: Full=ORF28 [Haemophilus phage HP1c1]	50.476	105	1.45e-28	102	NA	NA	NA
group_4256	sp|P51733.1|	P51733	RecName: Full=Putative baseplate protein gp29; AltName: Full=Gene 29 protein; AltName: Full=Gp29 [Haemophilus phage HP1c1]	42.935	368	1.11e-103	314	NA	NA	NA
group_4257	sp|P51734.1|	P51734	RecName: Full=Putative tail protein gp30; AltName: Full=Gene product 30; Short=gp30 [Haemophilus phage HP1c1]	45.665	173	2.24e-56	178	NA	NA	NA
group_4261	sp|P51725.1|	P51725	RecName: Full=Putative tail sheath protein; AltName: Full=ORF23 [Haemophilus phage HP1c1]	44.022	368	7.16e-94	288	NA	NA	NA
group_4262	sp|P51726.1|	P51726	RecName: Full=Putative tail tube protein; AltName: Full=ORF24 [Haemophilus phage HP1c1]	57.857	140	1.9199999999999998e-47	153	NA	NA	NA
group_4263	sp|Q06126.1|	Q06126	RecName: Full=Transposase for insertion sequence element IS1001 [Bordetella parapertussis]	62.5	248	1.7699999999999999e-103	308	NA	NA	NA
group_4264	sp|P51726.1|	P51726	RecName: Full=Putative tail tube protein; AltName: Full=ORF24 [Haemophilus phage HP1c1]	54.839	93	1.01e-25	96.3	NA	NA	NA
group_4267	sp|P11922.2|	P11922	RecName: Full=Invasin [Yersinia pseudotuberculosis IP 32953]	35.153	458	1.43e-49	191	NA	NA	NA
group_4268	sp|Q56127.1|	Q56127	RecName: Full=Transcriptional regulatory protein RcsB [Salmonella enterica subsp. enterica serovar Typhi]	37.681	207	5.6300000000000004e-33	121	NA	NA	NA
group_4269	sp|P58662.1|	P58662	RecName: Full=Sensor histidine kinase RcsC [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	32.613	509	8.49e-63	236	NA	NA	NA
group_427	sp|P06991.1|	P06991	RecName: Full=Type I restriction enzyme EcoDI specificity subunit; Short=S protein; AltName: Full=Type I specificity subunit S.EcoDI; Short=S.EcoDI; AltName: Full=Type-1 restriction enzyme EcoDI specificity subunit [Escherichia coli]	30.769	182	1.53e-12	72.8	NA	NA	NA
group_4270	sp|P0C5W5.1|	P0C5W5	RecName: Full=Transposase InsD for insertion element IS2A/D/F/H/I/K [Escherichia coli]	58.273	278	1.31e-116	339	NA	NA	NA
group_4271	sp|P0C5W3.1|	P0C5W3	RecName: Full=Transposase InsC for insertion element IS2A/D/F/H/I/K [Escherichia coli]	65.546	119	1.1299999999999998e-54	170	NA	NA	NA
group_4277	sp|Q48IV1.2|	Q48IV1	RecName: Full=Blue-light-activated protein; Includes: RecName: Full=Blue-light-activated histidine kinase; Includes: RecName: Full=Response regulator [Pseudomonas savastanoi pv. phaseolicola 1448A]	32.305	486	2.4299999999999997e-69	241	NA	NA	NA
group_4280	sp|D7Y2H4.1|	D7Y2H4	RecName: Full=CD-NTase-associated protein 6; Short=Cap6; AltName: Full=CBASS disassembly protein Trip13; AltName: Full=Probable ATPase Trip13 [Escherichia coli MS 115-1]	81.935	310	0	508	NA	NA	NA
group_4281	sp|D7Y2H5.1|	D7Y2H5	RecName: Full=Endodeoxyribonuclease NucC; AltName: Full=NucC nuclease [Escherichia coli MS 115-1]	87.719	228	4.0599999999999995e-148	415	NA	NA	NA
group_4283	sp|P22753.1|	P22753	RecName: Full=HTH-type transcriptional regulator SinR [Bacillus licheniformis]	32.039	103	4.27e-7	47.8	NA	NA	NA
group_4286	sp|Q08I43.2|	Q08I43	RecName: Full=3'-5' exonuclease eri1; AltName: Full=Enhanced RNAi protein [Schizosaccharomyces pombe 972h-]	38.889	54	6.71e-6	44.3	NA	NA	NA
group_4287	sp|D3KVM6.1|	D3KVM6	RecName: Full=2-hydroxy-1,4-benzoquinone reductase; AltName: Full=Benzoquinone reductase; AltName: Full=Hydroxybenzoquinone reductase [Burkholderia sp.]	39.56	91	1.64e-14	71.2	NA	NA	NA
group_4289	sp|Q08I43.2|	Q08I43	RecName: Full=3'-5' exonuclease eri1; AltName: Full=Enhanced RNAi protein [Schizosaccharomyces pombe 972h-]	31.944	216	7.26e-24	99	NA	NA	NA
group_4296	sp|P24181.2|	P24181	RecName: Full=Multidrug export protein AcrF; AltName: Full=Acriflavine resistance protein F; AltName: Full=Protein EnvD [Escherichia coli K-12]	50.245	1021	0	894	NA	NA	NA
group_4305	sp|D7Y2H3.2|	D7Y2H3	RecName: Full=CD-NTase-associated protein 7; Short=Cap7; AltName: Full=Bacterial HORMA sensor protein [Escherichia coli MS 115-1]	71.93	171	2.62e-89	261	NA	NA	NA
group_4306	sp|P50360.2|	P50360	RecName: Full=Uncharacterized protein y4hP [Sinorhizobium fredii NGR234]	41.667	120	3.0100000000000004e-27	107	NA	NA	NA
group_4308	sp|Q88L76.1|	Q88L76	RecName: Full=UPF0337 protein PP_2059 [Pseudomonas putida KT2440]	68.293	82	4.79e-18	73.9	NA	NA	NA
group_4309	sp|D7Y2H2.2|	D7Y2H2	RecName: Full=Cyclic AMP-AMP-AMP synthase; AltName: Full=CD-NTase018; AltName: Full=c-di-AMP synthase [Escherichia coli MS 115-1]	86.293	321	0	535	NA	NA	NA
group_431	sp|Q9HTF4.1|	Q9HTF4	RecName: Full=Glycine betaine monooxygenase oxygenase subunit; AltName: Full=Glycine betaine catabolism A [Pseudomonas aeruginosa PAO1]	87.173	421	0	781	NA	NA	NA
group_4310	sp|Q9HWR3.1|	Q9HWR3	RecName: Full=Bacteriophytochrome; AltName: Full=Phytochrome-like protein [Pseudomonas aeruginosa PAO1]	32.083	240	1.2e-24	109	NA	NA	NA
group_4311	sp|P55630.1|	P55630	RecName: Full=Uncharacterized protein y4qI [Sinorhizobium fredii NGR234]	37.089	213	3.52e-39	145	NA	NA	NA
group_4318	sp|P39897.1|	P39897	RecName: Full=HTH-type transcriptional regulator MtrR; AltName: Full=Multiple transferrable resistance regulator [Neisseria gonorrhoeae]	30.508	118	2.14e-6	49.7	NA	NA	NA
group_4321	sp|P51738.1|	P51738	RecName: Full=Uncharacterized 20.8 kDa protein in lys 3'region; AltName: Full=ORF34 [Haemophilus phage HP1c1]	38.136	118	6.22e-16	75.1	NA	NA	NA
group_4322	sp|P51735.1|	P51735	RecName: Full=Probable tail fiber protein; AltName: Full=Gene product 31; Short=gp31; AltName: Full=ORF31 [Haemophilus phage HP1c1]	37.544	285	6.0999999999999996e-46	179	NA	NA	NA
group_4325	sp|P51725.1|	P51725	RecName: Full=Putative tail sheath protein; AltName: Full=ORF23 [Haemophilus phage HP1c1]	44.293	368	1.0400000000000001e-91	282	NA	NA	NA
group_4327	sp|P51726.1|	P51726	RecName: Full=Putative tail tube protein; AltName: Full=ORF24 [Haemophilus phage HP1c1]	57.143	140	4.45e-46	150	NA	NA	NA
group_4339	sp|P51739.1|	P51739	RecName: Full=Uncharacterized 58.7 kDa protein in lys 3'region; AltName: Full=ORF35 [Haemophilus phage HP1c1]	30.18	222	4.8299999999999995e-23	100	NA	NA	NA
group_434	sp|Q44091.1|	Q44091	RecName: Full=L-sorbosone dehydrogenase; Short=SNDH [Gluconacetobacter liquefaciens]	51.538	390	1.2199999999999999e-132	392	NA	NA	NA
group_4342	sp|P51732.1|	P51732	RecName: Full=Uncharacterized 12.7 kDa protein in lys 3'region; AltName: Full=ORF28 [Haemophilus phage HP1c1]	53.75	80	2.33e-21	84.3	NA	NA	NA
group_4345	sp|P51726.1|	P51726	RecName: Full=Putative tail tube protein; AltName: Full=ORF24 [Haemophilus phage HP1c1]	57.143	140	1.4899999999999999e-47	154	NA	NA	NA
group_4346	sp|P51726.1|	P51726	RecName: Full=Putative tail tube protein; AltName: Full=ORF24 [Haemophilus phage HP1c1]	55.914	93	1.01e-25	96.3	NA	NA	NA
group_435	sp|P46827.1|	P46827	RecName: Full=Uncharacterized 24.6 kDa protein in ccpA 3'region; AltName: Full=ORF2 [Priestia megaterium]	34.532	139	6.6e-18	85.5	NA	NA	NA
group_436	sp|A0A0H2ZJS2.1|	A0A0H2ZJS2	RecName: Full=Diguanylate cyclase DgcP [Pseudomonas aeruginosa UCBPP-PA14]	42.727	110	6.17e-11	68.2	NA	NA	NA
group_439	sp|Q5L2G3.1|	Q5L2G3	RecName: Full=Uncharacterized oxidoreductase CzcO-like [Geobacillus kaustophilus HTA426]	41.935	217	7.760000000000001e-29	119	NA	NA	NA
group_440	sp|Q92KZ7.1|	Q92KZ7	RecName: Full=Probable sugar-binding periplasmic protein; Flags: Precursor [Sinorhizobium meliloti 1021]	47	400	1.9599999999999996e-107	326	NA	NA	NA
group_441	sp|A5PKH3.1|	A5PKH3	RecName: Full=Fumarylacetoacetase; Short=FAA; AltName: Full=Beta-diketonase; AltName: Full=Fumarylacetoacetate hydrolase [Bos taurus]	47.837	416	9.7e-121	360	NA	NA	NA
group_443	sp|P9WJX0.1|	P9WJX0	RecName: Full=Uncharacterized MFS-type transporter MT2531 [Mycobacterium tuberculosis CDC1551]	55.725	393	2.38e-102	313	NA	NA	NA
group_449	sp|C3K332.1|	C3K332	RecName: Full=UPF0229 protein PFLU_5583 [Pseudomonas [fluorescens] SBW25]	99.527	423	0	801	NA	NA	NA
group_45	sp|P09489.1|	P09489	RecName: Full=Extracellular serine protease; Flags: Precursor [Serratia marcescens]	31.532	444	1.92e-44	178	NA	NA	NA
group_450	sp|O53732.3|	O53732	RecName: Full=Tuberculostearic acid methyltransferase UfaA1; Short=TSA methyltransferase [Mycobacterium tuberculosis H37Rv]	39.181	342	6.45e-76	245	NA	NA	NA
group_454	sp|Q9I4P4.1|	Q9I4P4	RecName: Full=Peptidoglycan hydrolase FlgJ; AltName: Full=Muramidase FlgJ [Pseudomonas aeruginosa PAO1]	53.012	415	1.3199999999999999e-135	397	NA	NA	NA
group_458	sp|Q5L2G3.1|	Q5L2G3	RecName: Full=Uncharacterized oxidoreductase CzcO-like [Geobacillus kaustophilus HTA426]	41.818	220	1.13e-36	140	NA	NA	NA
group_46	sp|P09489.1|	P09489	RecName: Full=Extracellular serine protease; Flags: Precursor [Serratia marcescens]	33.022	1072	9.97e-141	450	NA	NA	NA
group_460	sp|P49861.1|	P49861	RecName: Full=Major capsid protein; AltName: Full=Gene product 5; Short=gp5; AltName: Full=Major head protein; Contains: RecName: Full=Scaffolding domain delta [Escherichia phage HK97]	54.511	266	2.78e-92	286	NA	NA	NA
group_463	sp|Q9HZ55.1|	Q9HZ55	RecName: Full=Ribosomal large subunit pseudouridine synthase B; AltName: Full=23S rRNA pseudouridine(2605) synthase; AltName: Full=rRNA pseudouridylate synthase B; AltName: Full=rRNA-uridine isomerase B [Pseudomonas aeruginosa PAO1]	61.045	421	1.4799999999999998e-167	478	NA	NA	NA
group_464	sp|Q9Y6N5.1|	Q9Y6N5	RecName: Full=Sulfide:quinone oxidoreductase, mitochondrial; Short=SQOR; AltName: Full=Sulfide dehydrogenase-like; AltName: Full=Sulfide quinone oxidoreductase; Flags: Precursor [Homo sapiens]	42.077	366	4.2899999999999996e-104	318	NA	NA	NA
group_465	sp|C3JXY0.1|	C3JXY0	RecName: Full=Aspartate kinase; AltName: Full=Aspartokinase [Pseudomonas [fluorescens] SBW25]	96.852	413	0	805	NA	NA	NA
