qseqid	sseqid	stitle	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	uniprot_acc	uniprot_full
loiP	sp|Q5A663.1|	RecName: Full=Mitochondrial metalloendopeptidase OMA1 [Candida albicans SC5314]	31.818	242	131	6	142	795	83	314	1.22e-28	114	Q5A663	Q5A663.1
lolA	sp|C3JY57.1|	RecName: Full=Outer-membrane lipoprotein carrier protein; Flags: Precursor [Pseudomonas [fluorescens] SBW25]	94.681	188	10	0	58	621	20	207	6.8e-131	369	C3JY57	C3JY57.1
lolB	sp|C3KDC3.1|	RecName: Full=Outer-membrane lipoprotein LolB; Flags: Precursor [Pseudomonas [fluorescens] SBW25]	91.707	205	17	0	1	615	1	205	2.76e-137	385	C3KDC3	C3KDC3.1
lolD_1	sp|Q4KFA2.2|	RecName: Full=Lipoprotein-releasing system ATP-binding protein LolD [Pseudomonas protegens Pf-5]	93.833	227	14	0	16	696	1	227	1.92e-155	433	Q4KFA2	Q4KFA2.2
lolD_2	sp|P0A9T8.1|	RecName: Full=Uncharacterized ABC transporter ATP-binding protein YbbA [Escherichia coli K-12]	60.092	218	85	1	10	657	5	222	5.5499999999999994e-68	211	P0A9T8	P0A9T8.1
lolE_1	sp|Q9PEF2.1|	RecName: Full=Lipoprotein-releasing system transmembrane protein LolC [Xylella fastidiosa 9a5c]	44.762	420	221	5	1	1248	1	413	2.2000000000000002e-97	300	Q9PEF2	Q9PEF2.1
lolE_2	sp|Q9PEF2.1|	RecName: Full=Lipoprotein-releasing system transmembrane protein LolC [Xylella fastidiosa 9a5c]	42.788	416	233	4	1	1242	1	413	1.4099999999999998e-107	326	Q9PEF2	Q9PEF2.1
lon_1	sp|Q31FD3.2|	RecName: Full=Lon protease 2; AltName: Full=ATP-dependent protease La 2 [Hydrogenovibrio crunogenus XCL-2]	57.263	833	324	5	1	2421	22	848	0	954	Q31FD3	Q31FD3.2
lon_2	sp|P74956.2|	RecName: Full=Lon protease; AltName: Full=ATP-dependent protease La [Vibrio parahaemolyticus RIMD 2210633]	70.143	767	227	2	13	2310	9	774	0	1100	P74956	P74956.2
lpdG	sp|P31052.4|	RecName: Full=Dihydrolipoyl dehydrogenase; AltName: Full=Dihydrolipoamide dehydrogenase; AltName: Full=E3 component of 2-oxoglutarate dehydrogenase complex; AltName: Full=Glycine oxidation system L-factor; AltName: Full=LPD-GLC [Pseudomonas putida]	90.377	478	46	0	1	1434	1	478	0	844	P31052	P31052.4
lpdV	sp|P09063.1|	RecName: Full=Dihydrolipoyl dehydrogenase; AltName: Full=Dihydrolipoamide dehydrogenase; AltName: Full=E3 component of branched-chain alpha-keto acid dehydrogenase complex; AltName: Full=LPD-Val [Pseudomonas putida]	78.555	429	92	0	55	1341	19	447	0	670	P09063	P09063.1
lpfB_1	sp|Q8X5K6.2|	RecName: Full=Probable fimbrial chaperone LpfB; Flags: Precursor [Escherichia coli O157:H7]	39.423	208	109	9	64	663	24	222	5.57e-43	148	Q8X5K6	Q8X5K6.2
lpfB_2	sp|P43661.2|	RecName: Full=Chaperone protein LpfB; Flags: Precursor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	35.714	196	120	3	79	654	28	221	4.059999999999999e-34	125	P43661	P43661.2
lptA	sp|Q9HVV7.1|	RecName: Full=Lipopolysaccharide export system protein LptH; AltName: Full=Pa-LptH; Flags: Precursor [Pseudomonas aeruginosa PAO1]	62.941	170	61	2	1	510	1	168	7.709999999999999e-60	187	Q9HVV7	Q9HVV7.1
lptB_1	sp|P21629.1|	RecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein BraF [Pseudomonas aeruginosa PAO1]	35.458	251	150	5	133	855	5	253	1.05e-33	126	P21629	P21629.1
lptB_2	sp|P05529.1|	RecName: Full=Protein McbF [Escherichia coli]	33.484	221	139	4	10	654	6	224	7.22e-30	114	P05529	P05529.1
lptB_3	sp|P21629.1|	RecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein BraF [Pseudomonas aeruginosa PAO1]	44.094	254	130	4	10	744	5	255	1.53e-59	191	P21629	P21629.1
lptB_4	sp|P45073.1|	RecName: Full=Lipopolysaccharide export system ATP-binding protein LptB [Haemophilus influenzae Rd KW20]	66.39	241	81	0	1	723	1	241	1.92e-117	338	P45073	P45073.1
lptB_5	sp|P21629.1|	RecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein BraF [Pseudomonas aeruginosa PAO1]	85.882	255	36	0	1	765	1	255	1.71e-164	458	P21629	P21629.1
lptD	sp|Q4K4X8.2|	RecName: Full=LPS-assembly protein LptD; Flags: Precursor [Pseudomonas protegens Pf-5]	77.378	946	212	2	1	2835	1	945	0	1555	Q4K4X8	Q4K4X8.2
lptF	sp|P0AF98.1|	RecName: Full=Lipopolysaccharide export system permease protein LptF [Escherichia coli K-12]	34.819	359	227	3	1	1071	1	354	1.12e-45	163	P0AF98	P0AF98.1
lptG	sp|P45332.1|	RecName: Full=Lipopolysaccharide export system permease protein LptG [Haemophilus influenzae Rd KW20]	38.611	360	212	3	1	1071	2	355	5.37e-65	213	P45332	P45332.1
lpxA	sp|C3K607.1|	RecName: Full=Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase; Short=UDP-N-acetylglucosamine acyltransferase [Pseudomonas [fluorescens] SBW25]	97.287	258	7	0	1	774	1	258	0	519	C3K607	C3K607.1
lpxB	sp|C3K6G9.1|	RecName: Full=Lipid-A-disaccharide synthase [Pseudomonas [fluorescens] SBW25]	96.834	379	12	0	1	1137	1	379	0	698	C3K6G9	C3K6G9.1
lpxC	sp|C3KDE0.1|	RecName: Full=UDP-3-O-acyl-N-acetylglucosamine deacetylase; Short=UDP-3-O-acyl-GlcNAc deacetylase; AltName: Full=UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase [Pseudomonas [fluorescens] SBW25]	99.67	303	1	0	1	909	1	303	0	611	C3KDE0	C3KDE0.1
lpxD_1	sp|P71405.2|	RecName: Full=Serine acetyltransferase; Short=SAT [Helicobacter pylori 26695]	47.712	153	70	3	166	624	15	157	3.23e-34	126	P71405	P71405.2
lpxD_2	sp|C3K605.1|	RecName: Full=UDP-3-O-acylglucosamine N-acyltransferase [Pseudomonas [fluorescens] SBW25]	97.721	351	8	0	1	1053	1	351	0	673	C3K605	C3K605.1
lpxD_2~~~dapH_1	sp|Q6T1W7.1|	RecName: Full=dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase; AltName: Full=dTDP-D-Fucp3N acetylase [Aneurinibacillus thermoaerophilus]	60.256	156	62	0	34	501	3	158	2.3199999999999998e-66	209	Q6T1W7	Q6T1W7.1
lpxH_2	sp|C3JYD6.1|	RecName: Full=UDP-2,3-diacylglucosamine hydrolase; AltName: Full=UDP-2,3-diacylglucosamine diphosphatase [Pseudomonas [fluorescens] SBW25]	97.189	249	7	0	1	747	1	249	4.53e-179	494	C3JYD6	C3JYD6.1
lpxK	sp|C3JY29.1|	RecName: Full=Tetraacyldisaccharide 4'-kinase; AltName: Full=Lipid A 4'-kinase [Pseudomonas [fluorescens] SBW25]	93.846	325	20	0	1	975	1	325	0	584	C3JY29	C3JY29.1
lpxL	sp|P0ACV0.1|	RecName: Full=Lipid A biosynthesis lauroyltransferase; AltName: Full=Kdo(2)-lipid IV(A) lauroyltransferase [Escherichia coli K-12]	44.737	304	165	2	10	918	5	306	1.73e-84	259	P0ACV0	P0ACV0.1
lpxP	sp|P0ACV0.1|	RecName: Full=Lipid A biosynthesis lauroyltransferase; AltName: Full=Kdo(2)-lipid IV(A) lauroyltransferase [Escherichia coli K-12]	30.545	275	181	6	58	870	33	301	2.55e-28	113	P0ACV0	P0ACV0.1
lrpC_2	sp|O59188.1|	RecName: Full=HTH-type transcriptional regulator FL11; AltName: Full=Feast/famine regulatory protein FL11; Short=FFRP FL11 [Pyrococcus horikoshii OT3]	32.117	137	90	1	4	405	5	141	1.77e-12	63.9	O59188	O59188.1
lrpC_2~~~lrpC_1	sp|P96582.2|	RecName: Full=HTH-type transcriptional regulator LrpC [Bacillus subtilis subsp. subtilis str. 168]	32.331	133	90	0	37	435	3	135	4.65e-24	94.4	P96582	P96582.2
lrp_1	sp|P37424.3|	RecName: Full=Leucine-responsive regulatory protein [Klebsiella pneumoniae]	61.842	152	58	0	25	480	10	161	3.95e-63	194	P37424	P37424.3
lrp_2	sp|Q9V1E5.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator PYRAB04820 [Pyrococcus abyssi GE5]	30.882	136	94	0	10	417	2	137	2.68e-19	81.6	Q9V1E5	Q9V1E5.1
lrp_3	sp|P56901.1|	RecName: Full=Leucine-responsive regulatory protein [Sinorhizobium meliloti 1021]	40.541	148	88	0	7	450	7	154	2.9200000000000002e-36	125	P56901	P56901.1
lrp_4	sp|P0A2S0.2|	RecName: Full=Leucine-responsive regulatory protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	48.322	149	76	1	10	456	12	159	3.95e-39	133	P0A2S0	P0A2S0.2
lrp_5	sp|P56901.1|	RecName: Full=Leucine-responsive regulatory protein [Sinorhizobium meliloti 1021]	45.517	145	79	0	10	444	5	149	1.5399999999999998e-37	129	P56901	P56901.1
lspA_1	sp|P17942.1|	RecName: Full=Lipoprotein signal peptidase; AltName: Full=Prolipoprotein signal peptidase; AltName: Full=Signal peptidase II; Short=SPase II [Pseudomonas fluorescens]	95.294	170	8	0	1	510	1	170	1.7599999999999998e-82	243	P17942	P17942.1
lspA_2	sp|Q2LTG5.1|	RecName: Full=Lipoprotein signal peptidase; AltName: Full=Prolipoprotein signal peptidase; AltName: Full=Signal peptidase II; Short=SPase II [Syntrophus aciditrophicus SB]	34.234	111	72	1	166	498	50	159	1.22e-11	62.8	Q2LTG5	Q2LTG5.1
lsrR	sp|A6TEB9.1|	RecName: Full=Transcriptional regulator LsrR [Klebsiella pneumoniae subsp. pneumoniae MGH 78578]	30.671	313	189	11	52	957	26	321	7.39e-23	100	A6TEB9	A6TEB9.1
ltaE_1	sp|O50584.1|	RecName: Full=Low specificity L-threonine aldolase; Short=Low specificity L-TA [Pseudomonas sp. NCIMB 10558]	89.017	346	38	0	1	1038	1	346	0	655	O50584	O50584.1
ltaE_2	sp|P75823.1|	RecName: Full=Low specificity L-threonine aldolase; Short=Low specificity L-TA [Escherichia coli K-12]	58.485	330	136	1	7	993	1	330	6.46e-128	372	P75823	P75823.1
ltxB	sp|P23702.1|	RecName: Full=Leukotoxin export ATP-binding protein LtxB [Aggregatibacter actinomycetemcomitans]	31.26	611	414	3	274	2103	80	685	4.79e-64	229	P23702	P23702.1
ltxD	sp|P55125.1|	RecName: Full=Leukotoxin secretion protein D [Mannheimia cf. haemolytica]	34.874	476	303	3	1	1413	5	478	4.2100000000000004e-79	257	P55125	P55125.1
lutA	sp|P52074.1|	RecName: Full=Glycolate oxidase iron-sulfur subunit; AltName: Full=Glycolate dehydrogenase subunit GlcF; AltName: Full=Glycolate oxidase subunit GlcF [Escherichia coli K-12]	69.802	404	122	0	1	1212	1	404	0	576	P52074	P52074.1
lutR_1	sp|O07007.1|	RecName: Full=HTH-type transcriptional regulator LutR; AltName: Full=L-lactate utilization operon repressor [Bacillus subtilis subsp. subtilis str. 168]	33.178	214	128	4	94	708	5	212	9.13e-23	95.5	O07007	O07007.1
lutR_2	sp|O07007.1|	RecName: Full=HTH-type transcriptional regulator LutR; AltName: Full=L-lactate utilization operon repressor [Bacillus subtilis subsp. subtilis str. 168]	33.824	136	83	3	73	477	2	131	4.55e-12	67	O07007	O07007.1
lutR_3	sp|P31460.4|	RecName: Full=Galactonate operon transcriptional repressor; AltName: Full=HTH-type transcriptional repressor DgoR [Escherichia coli K-12]	34.434	212	135	3	43	669	8	218	4.8399999999999995e-23	96.3	P31460	P31460.4
lutR_4	sp|O07007.1|	RecName: Full=HTH-type transcriptional regulator LutR; AltName: Full=L-lactate utilization operon repressor [Bacillus subtilis subsp. subtilis str. 168]	35.577	208	126	3	85	696	2	205	1.0199999999999999e-24	100	O07007	O07007.1
lvr	sp|Q9LBG2.1|	RecName: Full=Levodione reductase; AltName: Full=(6R)-2,2,6-trimethyl-1,4-cyclohexanedione reductase [Leifsonia aquatica]	35.185	270	166	5	22	813	1	267	1.13e-47	162	Q9LBG2	Q9LBG2.1
lysA_1	sp|O05321.1|	RecName: Full=Diaminopimelate decarboxylase; Short=DAP decarboxylase; Short=DAPDC [Pseudomonas fluorescens]	90.144	416	40	1	1	1245	1	416	0	762	O05321	O05321.1
lysA_2	sp|O05321.1|	RecName: Full=Diaminopimelate decarboxylase; Short=DAP decarboxylase; Short=DAPDC [Pseudomonas fluorescens]	41.839	435	227	8	1	1299	1	411	3.589999999999999e-101	311	O05321	O05321.1
lysN	sp|Q72LL6.1|	RecName: Full=2-aminoadipate transaminase; AltName: Full=2-aminoadipate aminotransferase; AltName: Full=Alpha-aminoadipate aminotransferase; Short=AAA-AT; Short=AadAT [Thermus thermophilus HB27]	35.958	381	234	5	4	1125	9	386	1.7e-73	237	Q72LL6	Q72LL6.1
lysU	sp|Q3KHF3.1|	RecName: Full=Lysine--tRNA ligase; AltName: Full=Lysyl-tRNA synthetase; Short=LysRS [Pseudomonas fluorescens Pf0-1]	99	500	4	1	1	1500	1	499	0	988	Q3KHF3	Q3KHF3.1
lytR	sp|P26275.1|	RecName: Full=Positive alginate biosynthesis regulatory protein [Pseudomonas aeruginosa PAO1]	79.032	248	52	0	1	744	1	248	4.5e-136	385	P26275	P26275.1
macA_1	sp|Q88F89.1|	RecName: Full=Pyoverdine export membrane fusion protein PvdR; AltName: Full=Periplasmic adapter protein PvdR; Flags: Precursor [Pseudomonas putida KT2440]	70.572	367	107	1	73	1170	26	392	0	517	Q88F89	Q88F89.1
macA_3	sp|P64176.1|	RecName: Full=Macrolide export protein MacA [Escherichia coli O157:H7]	45.067	375	194	2	10	1134	8	370	3.08e-84	263	P64176	P64176.1
macB_1	sp|Q3KF57.1|	RecName: Full=Pyoverdine export ATP-binding/permease protein PvdT [Pseudomonas fluorescens Pf0-1]	85.388	657	96	0	13	1983	1	657	0	1075	Q3KF57	Q3KF57.1
macB_2	sp|Q6MPX9.1|	RecName: Full=Macrolide export ATP-binding/permease protein MacB [Bdellovibrio bacteriovorus HD100]	30.583	412	248	10	55	1215	252	650	1.2399999999999998e-31	130	Q6MPX9	Q6MPX9.1
macB_3	sp|Q3KE48.1|	RecName: Full=Probable export ATP-binding/permease protein Pfl01_2215 [Pseudomonas fluorescens Pf0-1]	86.043	652	90	1	1	1956	1	651	0	1082	Q3KE48	Q3KE48.1
madA	sp|O06924.1|	RecName: Full=Acetyl-S-ACP:malonate ACP transferase; Short=ACP transferase; AltName: Full=Malonate/acetyl-CoA transferase [Malonomonas rubra]	56.261	551	233	3	31	1668	7	554	0	643	O06924	O06924.1
madC	sp|O06926.1|	RecName: Full=Malonyl-S-ACP:biotin-protein carboxyltransferase MADC [Malonomonas rubra]	37.984	258	149	3	4	747	5	261	1.32e-50	172	O06926	O06926.1
madD	sp|O06927.1|	RecName: Full=Malonyl-S-ACP:biotin-protein carboxyltransferase MADD [Malonomonas rubra]	34.043	235	134	6	76	747	42	266	7.77e-25	103	O06927	O06927.1
maeB	sp|E1V8J1.1|	RecName: Full=NADP-dependent malic enzyme; Short=NADP-ME; AltName: Full=Malic enzyme [Halomonas elongata DSM 2581]	76.247	421	99	1	1	1260	1	421	0	662	E1V8J1	E1V8J1.1
maiA	sp|Q88FY4.1|	RecName: Full=Maleate isomerase; AltName: Full=Maleate cis-trans isomerase; AltName: Full=Nicotinate degradation protein E [Pseudomonas putida KT2440]	90.8	250	23	0	1	750	1	250	2.8e-167	464	Q88FY4	Q88FY4.1
malK	sp|Q1CC21.1|	RecName: Full=Maltose/maltodextrin import ATP-binding protein MalK [Yersinia pestis Antiqua]	55.462	357	158	1	1	1068	1	357	2.2699999999999998e-136	396	Q1CC21	Q1CC21.1
malP	sp|P0AC86.1|	RecName: Full=Glycogen phosphorylase [Escherichia coli K-12]	49.501	802	397	5	34	2436	14	808	0	777	P0AC86	P0AC86.1
malQ	sp|P15977.2|	RecName: Full=4-alpha-glucanotransferase; AltName: Full=Amylomaltase; AltName: Full=Disproportionating enzyme; Short=D-enzyme [Escherichia coli K-12]	31.05	686	442	9	1	2010	1	671	4.2799999999999995e-99	322	P15977	P15977.2
malT_1	sp|O32197.1|	RecName: Full=Transcriptional regulatory protein LiaR [Bacillus subtilis subsp. subtilis str. 168]	39.252	107	60	1	2167	2472	98	204	1.26e-8	59.7	O32197	O32197.1
malT_2	sp|P9WMF8.1|	RecName: Full=DNA-binding transcriptional activator DevR/DosR [Mycobacterium tuberculosis CDC1551]	36.538	104	56	2	1153	1452	109	206	2.51e-9	60.8	P9WMF8	P9WMF8.1
malT_3	sp|Q7TXA9.1|	RecName: Full=Serine/threonine-protein kinase PknK; AltName: Full=Protein kinase K [Mycobacterium tuberculosis variant bovis AF2122/97]	32.135	445	287	9	91	1413	333	766	4.4099999999999996e-35	148	Q7TXA9	Q7TXA9.1
mamB	sp|Q10LJ2.1|	RecName: Full=Metal tolerance protein 2; Short=OsMTP2 [Oryza sativa Japonica Group]	34.589	292	166	2	67	867	75	366	5.45e-36	136	Q10LJ2	Q10LJ2.1
map_1	sp|P0AE18.1|	RecName: Full=Methionine aminopeptidase; Short=MAP; Short=MetAP; AltName: Full=Peptidase M [Escherichia coli K-12]	63.707	259	93	1	1	774	1	259	1.9399999999999997e-118	342	P0AE18	P0AE18.1
map_2	sp|P0AE18.1|	RecName: Full=Methionine aminopeptidase; Short=MAP; Short=MetAP; AltName: Full=Peptidase M [Escherichia coli K-12]	51.822	247	119	0	4	744	5	251	2.05e-89	268	P0AE18	P0AE18.1
marR	sp|P0A2T4.1|	RecName: Full=Multiple antibiotic resistance protein MarR [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	41.176	119	69	1	73	426	25	143	7.91e-19	80.9	P0A2T4	P0A2T4.1
mazG	sp|P0AEY3.1|	RecName: Full=Nucleoside triphosphate pyrophosphohydrolase; Short=NTP-PPase [Escherichia coli K-12]	50.181	277	120	4	1	819	1	263	1.01e-72	226	P0AEY3	P0AEY3.1
mbtH	sp|P59965.1|	RecName: Full=Protein MbtH [Mycobacterium tuberculosis variant bovis AF2122/97]	46.97	66	35	0	4	201	3	68	9.1e-18	72.8	P59965	P59965.1
mcbC	sp|P23185.1|	RecName: Full=Microcin B17-processing protein McbC [Escherichia coli]	35.857	251	142	4	61	786	23	263	8.74e-43	150	P23185	P23185.1
mcbD	sp|P23186.1|	RecName: Full=Microcin B17-processing protein McbD [Escherichia coli]	33.249	394	244	10	37	1191	13	396	8.559999999999999e-60	202	P23186	P23186.1
mcbR	sp|O05494.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator YdhC [Bacillus subtilis subsp. subtilis str. 168]	38.028	71	44	0	34	246	15	85	6.01e-7	52	O05494	O05494.1
mcpA	sp|Q88KP1.1|	RecName: Full=Methyl-accepting chemotaxis protein McpA [Pseudomonas putida KT2440]	78.185	628	135	1	1	1878	16	643	0	882	Q88KP1	Q88KP1.1
mcpP_1	sp|Q88IY8.1|	RecName: Full=Methyl-accepting chemotaxis protein McpP [Pseudomonas putida KT2440]	71.691	544	154	0	1	1632	1	544	0	657	Q88IY8	Q88IY8.1
mcpP_2	sp|Q9I0I6.1|	RecName: Full=Methyl-accepting chemotaxis protein CtpM [Pseudomonas aeruginosa PAO1]	69.832	537	161	1	70	1677	25	561	0	634	Q9I0I6	Q9I0I6.1
mcpQ_1	sp|Q88D09.1|	RecName: Full=Methyl-accepting chemotaxis protein McpQ [Pseudomonas putida KT2440]	49.61	641	314	4	1	1905	1	638	9.33e-113	354	Q88D09	Q88D09.1
mcpQ_2	sp|Q88D09.1|	RecName: Full=Methyl-accepting chemotaxis protein McpQ [Pseudomonas putida KT2440]	66.144	638	216	0	1	1914	1	638	0	608	Q88D09	Q88D09.1
mcpS	sp|Q88E10.1|	RecName: Full=Methyl-accepting chemotaxis protein McpS [Pseudomonas putida KT2440]	70.469	640	187	2	1	1917	1	639	0	637	Q88E10	Q88E10.1
mcpU_1	sp|Q9I0I4.1|	RecName: Full=Methyl-accepting chemotaxis protein TlpQ; AltName: Full=TlpQ chemoreceptor [Pseudomonas aeruginosa PAO1]	55.289	709	314	3	13	2133	6	713	0	572	Q9I0I4	Q9I0I4.1
mcpU_2	sp|Q9I0I4.1|	RecName: Full=Methyl-accepting chemotaxis protein TlpQ; AltName: Full=TlpQ chemoreceptor [Pseudomonas aeruginosa PAO1]	68.768	714	222	1	1	2142	1	713	0	812	Q9I0I4	Q9I0I4.1
mdaB	sp|P0AEY5.1|	RecName: Full=NADPH:quinone oxidoreductase MdaB; AltName: Full=Modulator of drug activity B [Escherichia coli K-12]	61.458	192	74	0	1	576	1	192	9.359999999999998e-87	256	P0AEY5	P0AEY5.1
mdcC	sp|C3K3I7.1|	RecName: Full=Malonate decarboxylase acyl carrier protein; AltName: Full=Malonate decarboxylase subunit delta [Pseudomonas [fluorescens] SBW25]	95.96	99	4	0	1	297	1	99	3.63e-65	194	C3K3I7	C3K3I7.1
mdcG	sp|Q3K5C0.1|	RecName: Full=Phosphoribosyl-dephospho-CoA transferase; AltName: Full=Malonate decarboxylase holo-[acyl-carrier-protein] synthase; Short=Holo-ACP synthase [Pseudomonas fluorescens Pf0-1]	63.402	194	69	1	7	582	7	200	3.8099999999999995e-67	207	Q3K5C0	Q3K5C0.1
mdeA	sp|A0A0J6G7P5.1|	RecName: Full=L-methionine gamma-lyase; Short=MGL [Pseudomonas deceptionensis]	79.494	395	81	0	1	1185	1	395	0	642	A0A0J6G7P5	A0A0J6G7P5.1
mdoD	sp|C3KDR8.1|	RecName: Full=Glucans biosynthesis protein D; Flags: Precursor [Pseudomonas [fluorescens] SBW25]	98.152	541	10	0	1	1623	1	541	0	1067	C3KDR8	C3KDR8.1
mdoG	sp|B1J2R3.1|	RecName: Full=Glucans biosynthesis protein G; Flags: Precursor [Pseudomonas putida W619]	70.266	602	148	4	1	1782	1	579	0	856	B1J2R3	B1J2R3.1
mdrP_1	sp|P31126.2|	RecName: Full=Uncharacterized MFS-type transporter YdeE [Escherichia coli K-12]	35.15	367	230	3	76	1167	23	384	4.2299999999999995e-56	192	P31126	P31126.2
mdrP_2	sp|P31126.2|	RecName: Full=Uncharacterized MFS-type transporter YdeE [Escherichia coli K-12]	32.07	343	229	4	130	1152	45	385	3.2799999999999996e-47	168	P31126	P31126.2
mdrP_3	sp|P31126.2|	RecName: Full=Uncharacterized MFS-type transporter YdeE [Escherichia coli K-12]	35.311	354	217	3	76	1122	23	369	6.910000000000001e-58	197	P31126	P31126.2
mdtA_1	sp|B1JSD5.1|	RecName: Full=Multidrug resistance protein MdtA; AltName: Full=Multidrug transporter MdtA; Flags: Precursor [Yersinia pseudotuberculosis YPIII]	50.459	327	155	3	157	1119	72	397	3.3799999999999993e-96	296	B1JSD5	B1JSD5.1
mdtA_3	sp|Q57500.2|	RecName: Full=Uncharacterized protein HI_0894 [Haemophilus influenzae Rd KW20]	31.792	346	221	5	130	1131	22	364	5.04e-39	146	Q57500	Q57500.2
mdtA_6	sp|D2BTK6.1|	RecName: Full=Multidrug resistance protein MdtA; AltName: Full=Multidrug transporter MdtA; Flags: Precursor [Dickeya parazeae Ech586]	50.513	390	183	5	49	1194	6	393	1.4799999999999997e-119	358	D2BTK6	D2BTK6.1
mdtA_8	sp|B7MWY7.1|	RecName: Full=Multidrug resistance protein MdtA; AltName: Full=Multidrug transporter MdtA; Flags: Precursor [Escherichia coli ED1a]	38.576	337	200	3	115	1119	61	392	1.67e-69	227	B7MWY7	B7MWY7.1
mdtB_1	sp|D0JNB0.2|	RecName: Full=Multidrug resistance protein MdtB; AltName: Full=Multidrug transporter MdtB [Yersinia pestis D182038]	58.783	1019	404	5	10	3030	13	1027	0	1011	D0JNB0	D0JNB0.2
mdtB_2	sp|D0JNB0.2|	RecName: Full=Multidrug resistance protein MdtB; AltName: Full=Multidrug transporter MdtB [Yersinia pestis D182038]	66.21	1021	344	1	10	3072	13	1032	0	1222	D0JNB0	D0JNB0.2
mdtB_3	sp|D0JNB0.2|	RecName: Full=Multidrug resistance protein MdtB; AltName: Full=Multidrug transporter MdtB [Yersinia pestis D182038]	49.409	1016	507	3	19	3051	12	1025	0	850	D0JNB0	D0JNB0.2
mdtC_1	sp|Q6D2B1.1|	RecName: Full=Multidrug resistance protein MdtB; AltName: Full=Multidrug transporter MdtB [Pectobacterium atrosepticum SCRI1043]	48.734	987	502	2	85	3033	38	1024	0	854	Q6D2B1	Q6D2B1.1
mdtC_2	sp|B1JSD3.1|	RecName: Full=Multidrug resistance protein MdtC; AltName: Full=Multidrug transporter MdtC [Yersinia pseudotuberculosis YPIII]	56.078	1020	444	3	1	3060	1	1016	0	1006	B1JSD3	B1JSD3.1
mdtC_3~~~mdtC_4~~~mdtC_1	sp|B1JSD3.1|	RecName: Full=Multidrug resistance protein MdtC; AltName: Full=Multidrug transporter MdtC [Yersinia pseudotuberculosis YPIII]	54.623	1049	432	5	1	3108	1	1018	0	999	B1JSD3	B1JSD3.1
mdtD_1	sp|P9WG90.1|	RecName: Full=Multidrug resistance protein Stp; AltName: Full=Spectinomycin tetracycline efflux pump [Mycobacterium tuberculosis CDC1551]	32.692	416	273	3	88	1323	17	429	2.73e-39	153	P9WG90	P9WG90.1
mdtD_2	sp|P44927.1|	RecName: Full=Multidrug export protein EmrB [Haemophilus influenzae Rd KW20]	34.459	148	97	0	49	492	29	176	2.31e-14	78.2	P44927	P44927.1
mdtD_3	sp|Q180E3.1|	RecName: Full=Riboflavin transporter RibZ [Clostridioides difficile 630]	31.892	185	123	1	25	570	8	192	3.25e-7	55.8	Q180E3	Q180E3.1
